game_id,team_id,HoA,won,settled_in,head_coach,goals,shots,hits,pim,powerPlayOpportunities,powerPlayGoals,faceOffWinPercentage,giveaways,takeaways,blocked,startRinkSide
2018020826,26,away,True,OT,Willie Desjardins,2.0,39.0,23.0,4.0,0.0,0.0,50.0,7.0,6.0,16.0,left
2018020826,4,home,False,OT,Scott Gordon,2.0,32.0,22.0,0.0,2.0,0.0,50.0,14.0,4.0,10.0,left
2018020827,21,away,False,OT,Jared Bednar,3.0,37.0,18.0,30.0,2.0,0.0,50.0,8.0,8.0,17.0,left
2018020827,15,home,True,OT,Todd Reirden,4.0,42.0,33.0,21.0,6.0,1.0,50.0,18.0,7.0,25.0,left
2018020828,52,away,False,REG,Paul Maurice,2.0,34.0,46.0,8.0,2.0,0.0,52.4,21.0,3.0,23.0,left
2018020828,8,home,True,REG,Claude Julien,5.0,53.0,23.0,8.0,2.0,1.0,47.6,20.0,12.0,17.0,left
2018020829,24,away,False,REG,Randy Carlyle,0.0,45.0,22.0,2.0,3.0,0.0,61.7,10.0,1.0,14.0,right
2018020829,9,home,True,REG,Guy Boucher,4.0,35.0,32.0,6.0,1.0,0.0,38.3,10.0,3.0,26.0,right
2018020830,54,away,True,REG,Gerard Gallant,4.0,32.0,15.0,8.0,2.0,1.0,46.4,14.0,4.0,17.0,left
2018020830,17,home,False,REG,Jeff Blashill,3.0,39.0,16.0,4.0,4.0,1.0,53.6,13.0,2.0,8.0,left
2018020831,19,away,True,OT,Craig Berube,1.0,39.0,19.0,6.0,3.0,0.0,43.8,5.0,12.0,15.0,right
2018020831,14,home,False,OT,Jon Cooper,0.0,32.0,32.0,8.0,2.0,0.0,56.2,9.0,7.0,7.0,right
2018020832,25,away,False,OT,Jim Montgomery,2.0,29.0,13.0,4.0,2.0,0.0,47.1,6.0,7.0,9.0,right
2018020832,18,home,True,OT,Peter Laviolette,3.0,24.0,15.0,6.0,1.0,0.0,52.9,7.0,8.0,7.0,right
2018020833,22,away,True,REG,Ken Hitchcock,4.0,23.0,24.0,4.0,3.0,1.0,43.9,3.0,0.0,15.0,left
2018020833,30,home,False,REG,Bruce Boudreau,1.0,36.0,21.0,6.0,2.0,0.0,56.1,6.0,9.0,5.0,left
2018020834,23,away,False,OT,Travis Green,3.0,43.0,17.0,10.0,5.0,1.0,48.4,3.0,8.0,15.0,left
2018020834,16,home,True,OT,Jeremy Colliton,4.0,35.0,22.0,10.0,5.0,2.0,51.6,12.0,10.0,15.0,left
2018020835,28,away,True,REG,Peter DeBoer,5.0,30.0,13.0,14.0,3.0,1.0,42.6,11.0,8.0,20.0,left
2018020835,20,home,False,REG,Bill Peters,2.0,38.0,17.0,6.0,7.0,1.0,57.4,20.0,9.0,12.0,left
2018020836,29,away,True,REG,John Tortorella,4.0,33.0,36.0,6.0,2.0,1.0,64.1,11.0,8.0,12.0,right
2018020836,53,home,False,REG,Rick Tocchet,2.0,31.0,44.0,4.0,3.0,0.0,35.9,8.0,2.0,9.0,right
2018020823,12,away,True,OT,Rod Brind'Amour,6.0,30.0,9.0,4.0,3.0,1.0,33.8,12.0,6.0,5.0,right
2018020823,7,home,False,OT,Phil Housley,5.0,39.0,16.0,6.0,2.0,0.0,66.2,11.0,3.0,14.0,right
2018020824,5,away,False,OT,Mike Sullivan,2.0,31.0,27.0,6.0,3.0,0.0,50.0,14.0,8.0,12.0,left
2018020824,13,home,True,OT,Bob Boughner,3.0,42.0,31.0,6.0,3.0,1.0,50.0,21.0,11.0,9.0,left
2018020825,2,away,True,OT,Barry Trotz,1.0,28.0,23.0,8.0,4.0,0.0,35.6,7.0,10.0,10.0,right
2018020825,1,home,False,OT,John Hynes,1.0,31.0,31.0,10.0,3.0,0.0,64.4,14.0,15.0,13.0,right
2018020826,26,away,True,OT,Willie Desjardins,2.0,39.0,23.0,4.0,0.0,0.0,50.0,7.0,6.0,16.0,left
2018020826,4,home,False,OT,Scott Gordon,2.0,32.0,22.0,0.0,2.0,0.0,50.0,14.0,4.0,10.0,left
2018020827,21,away,False,OT,Jared Bednar,3.0,37.0,18.0,30.0,2.0,0.0,50.0,8.0,8.0,17.0,left
2018020827,15,home,True,OT,Todd Reirden,4.0,42.0,33.0,21.0,6.0,1.0,50.0,18.0,7.0,25.0,left
2018020828,52,away,False,REG,Paul Maurice,2.0,34.0,46.0,8.0,2.0,0.0,52.4,21.0,3.0,23.0,left
2018020828,8,home,True,REG,Claude Julien,5.0,53.0,23.0,8.0,2.0,1.0,47.6,20.0,12.0,17.0,left
2018020829,24,away,False,REG,Randy Carlyle,0.0,45.0,22.0,2.0,3.0,0.0,61.7,10.0,1.0,14.0,right
2018020829,9,home,True,REG,Guy Boucher,4.0,35.0,32.0,6.0,1.0,0.0,38.3,10.0,3.0,26.0,right
2018020830,54,away,True,REG,Gerard Gallant,4.0,32.0,15.0,8.0,2.0,1.0,46.4,14.0,4.0,17.0,left
2018020830,17,home,False,REG,Jeff Blashill,3.0,39.0,16.0,4.0,4.0,1.0,53.6,13.0,2.0,8.0,left
2018020831,19,away,True,OT,Craig Berube,1.0,39.0,19.0,6.0,3.0,0.0,43.8,5.0,12.0,15.0,right
2018020831,14,home,False,OT,Jon Cooper,0.0,32.0,32.0,8.0,2.0,0.0,56.2,9.0,7.0,7.0,right
2018020832,25,away,False,OT,Jim Montgomery,2.0,29.0,13.0,4.0,2.0,0.0,47.1,6.0,7.0,9.0,right
2018020832,18,home,True,OT,Peter Laviolette,3.0,24.0,15.0,6.0,1.0,0.0,52.9,7.0,8.0,7.0,right
2018020833,22,away,True,REG,Ken Hitchcock,4.0,23.0,24.0,4.0,3.0,1.0,43.9,3.0,0.0,15.0,left
2018020833,30,home,False,REG,Bruce Boudreau,1.0,36.0,21.0,6.0,2.0,0.0,56.1,6.0,9.0,5.0,left
2018020834,23,away,False,OT,Travis Green,3.0,43.0,17.0,10.0,5.0,1.0,48.4,3.0,8.0,15.0,left
2018020834,16,home,True,OT,Jeremy Colliton,4.0,35.0,22.0,10.0,5.0,2.0,51.6,12.0,10.0,15.0,left
2018020835,28,away,True,REG,Peter DeBoer,5.0,30.0,13.0,14.0,3.0,1.0,42.6,11.0,8.0,20.0,left
2018020835,20,home,False,REG,Bill Peters,2.0,38.0,17.0,6.0,7.0,1.0,57.4,20.0,9.0,12.0,left
2018020836,29,away,True,REG,John Tortorella,4.0,33.0,36.0,6.0,2.0,1.0,64.1,11.0,8.0,12.0,right
2018020836,53,home,False,REG,Rick Tocchet,2.0,31.0,44.0,4.0,3.0,0.0,35.9,8.0,2.0,9.0,right
2018020837,12,away,True,REG,Rod Brind'Amour,3.0,33.0,23.0,6.0,2.0,0.0,42.2,14.0,12.0,10.0,left
2018020837,3,home,False,REG,David Quinn,0.0,27.0,32.0,6.0,2.0,0.0,57.8,19.0,7.0,12.0,left
2018020837,12,away,True,REG,Rod Brind'Amour,3.0,33.0,23.0,6.0,2.0,0.0,42.2,14.0,12.0,10.0,left
2018020837,3,home,False,REG,David Quinn,0.0,27.0,32.0,6.0,2.0,0.0,57.8,19.0,7.0,12.0,left
2018020838,26,away,False,OT,Willie Desjardins,4.0,29.0,25.0,6.0,5.0,1.0,42.9,17.0,12.0,14.0,right
2018020838,6,home,True,OT,Bruce Cassidy,5.0,33.0,21.0,10.0,3.0,1.0,57.1,10.0,13.0,19.0,right
2018020839,17,away,False,REG,Jeff Blashill,1.0,29.0,12.0,6.0,4.0,1.0,41.4,11.0,1.0,14.0,right
2018020839,7,home,True,REG,Phil Housley,3.0,21.0,10.0,8.0,3.0,2.0,58.6,8.0,7.0,14.0,right
2018020840,30,away,True,REG,Bruce Boudreau,4.0,33.0,23.0,9.0,3.0,1.0,51.7,6.0,11.0,15.0,right
2018020840,1,home,False,REG,John Hynes,2.0,18.0,33.0,11.0,2.0,0.0,48.3,16.0,9.0,14.0,right
2018020841,21,away,False,OT,Jared Bednar,3.0,28.0,30.0,8.0,1.0,0.0,49.2,12.0,5.0,12.0,right
2018020841,2,home,True,OT,Barry Trotz,4.0,41.0,29.0,4.0,3.0,1.0,50.8,7.0,5.0,13.0,right
2018020842,24,away,False,REG,Randy Carlyle,2.0,32.0,14.0,12.0,4.0,2.0,43.8,7.0,4.0,15.0,left
2018020842,4,home,True,REG,Scott Gordon,6.0,40.0,10.0,10.0,5.0,1.0,56.2,10.0,7.0,19.0,left
2018020844,18,away,False,REG,Peter Laviolette,2.0,31.0,26.0,11.0,1.0,1.0,50.0,5.0,7.0,10.0,right
2018020844,19,home,True,REG,Craig Berube,3.0,33.0,17.0,7.0,3.0,0.0,50.0,9.0,13.0,13.0,right
2018020843,52,away,False,REG,Paul Maurice,2.0,46.0,27.0,7.0,3.0,0.0,50.0,8.0,6.0,12.0,right
2018020843,9,home,True,REG,Guy Boucher,5.0,32.0,31.0,11.0,1.0,1.0,50.0,19.0,9.0,20.0,right
2018020845,25,away,False,REG,Jim Montgomery,2.0,35.0,30.0,6.0,3.0,0.0,61.5,9.0,0.0,10.0,right
2018020845,53,home,True,REG,Rick Tocchet,3.0,39.0,21.0,6.0,3.0,2.0,38.5,3.0,5.0,18.0,right
2018020849,28,away,True,REG,Peter DeBoer,5.0,31.0,24.0,4.0,5.0,1.0,59.7,13.0,6.0,13.0,right
2018020849,22,home,False,REG,Ken Hitchcock,2.0,23.0,34.0,12.0,1.0,1.0,40.3,9.0,6.0,13.0,right
2018020846,10,away,True,OT,Mike Babcock,4.0,32.0,16.0,10.0,3.0,0.0,56.1,18.0,6.0,27.0,left
2018020846,8,home,False,OT,Claude Julien,3.0,38.0,49.0,6.0,5.0,1.0,43.9,20.0,9.0,14.0,left
2018020847,5,away,False,REG,Mike Sullivan,4.0,32.0,25.0,24.0,1.0,0.0,50.6,3.0,8.0,15.0,right
2018020847,14,home,True,REG,Jon Cooper,5.0,34.0,22.0,24.0,1.0,0.0,49.4,7.0,7.0,14.0,right
2018020848,13,away,True,OT,Bob Boughner,5.0,31.0,20.0,2.0,4.0,1.0,50.8,12.0,11.0,23.0,left
2018020848,15,home,False,OT,Todd Reirden,4.0,30.0,16.0,8.0,1.0,0.0,49.2,16.0,14.0,16.0,left
2018020850,20,away,False,OT,Bill Peters,3.0,47.0,9.0,12.0,5.0,0.0,52.3,7.0,4.0,17.0,left
2018020850,23,home,True,OT,Travis Green,3.0,25.0,33.0,12.0,5.0,0.0,47.7,16.0,5.0,16.0,left
2018020851,29,away,True,REG,John Tortorella,4.0,33.0,33.0,4.0,2.0,1.0,52.5,6.0,14.0,13.0,
2018020851,54,home,False,REG,Gerard Gallant,3.0,23.0,26.0,6.0,1.0,0.0,47.5,11.0,12.0,14.0,
2018020838,26,away,False,OT,Willie Desjardins,4.0,29.0,25.0,6.0,5.0,1.0,42.9,17.0,12.0,14.0,right
2018020838,6,home,True,OT,Bruce Cassidy,5.0,33.0,21.0,10.0,3.0,1.0,57.1,10.0,13.0,19.0,right
2018020839,17,away,False,REG,Jeff Blashill,1.0,29.0,12.0,6.0,4.0,1.0,41.4,11.0,1.0,14.0,right
2018020839,7,home,True,REG,Phil Housley,3.0,21.0,10.0,8.0,3.0,2.0,58.6,8.0,7.0,14.0,right
2018020840,30,away,True,REG,Bruce Boudreau,4.0,33.0,23.0,9.0,3.0,1.0,51.7,6.0,11.0,15.0,right
2018020840,1,home,False,REG,John Hynes,2.0,18.0,33.0,11.0,2.0,0.0,48.3,16.0,9.0,14.0,right
2018020841,21,away,False,OT,Jared Bednar,3.0,28.0,30.0,8.0,1.0,0.0,49.2,12.0,5.0,12.0,right
2018020841,2,home,True,OT,Barry Trotz,4.0,41.0,29.0,4.0,3.0,1.0,50.8,7.0,5.0,13.0,right
2018020842,24,away,False,REG,Randy Carlyle,2.0,32.0,14.0,12.0,4.0,2.0,43.8,7.0,4.0,15.0,left
2018020842,4,home,True,REG,Scott Gordon,6.0,40.0,10.0,10.0,5.0,1.0,56.2,10.0,7.0,19.0,left
2018020844,18,away,False,REG,Peter Laviolette,2.0,31.0,26.0,11.0,1.0,1.0,50.0,5.0,7.0,10.0,right
2018020844,19,home,True,REG,Craig Berube,3.0,33.0,17.0,7.0,3.0,0.0,50.0,9.0,13.0,13.0,right
2018020843,52,away,False,REG,Paul Maurice,2.0,46.0,27.0,7.0,3.0,0.0,50.0,8.0,6.0,12.0,right
2018020843,9,home,True,REG,Guy Boucher,5.0,32.0,31.0,11.0,1.0,1.0,50.0,19.0,9.0,20.0,right
2018020845,25,away,False,REG,Jim Montgomery,2.0,35.0,30.0,6.0,3.0,0.0,61.5,9.0,0.0,10.0,right
2018020845,53,home,True,REG,Rick Tocchet,3.0,39.0,21.0,6.0,3.0,2.0,38.5,3.0,5.0,18.0,right
2018020849,28,away,True,REG,Peter DeBoer,5.0,31.0,24.0,4.0,5.0,1.0,59.7,13.0,6.0,13.0,right
2018020849,22,home,False,REG,Ken Hitchcock,2.0,23.0,34.0,12.0,1.0,1.0,40.3,9.0,6.0,13.0,right
2018020846,10,away,True,OT,Mike Babcock,4.0,32.0,16.0,10.0,3.0,0.0,56.1,18.0,6.0,27.0,left
2018020846,8,home,False,OT,Claude Julien,3.0,38.0,49.0,6.0,5.0,1.0,43.9,20.0,9.0,14.0,left
2018020847,5,away,False,REG,Mike Sullivan,4.0,32.0,25.0,24.0,1.0,0.0,50.6,3.0,8.0,15.0,right
2018020847,14,home,True,REG,Jon Cooper,5.0,34.0,22.0,24.0,1.0,0.0,49.4,7.0,7.0,14.0,right
2018020848,13,away,True,OT,Bob Boughner,5.0,31.0,20.0,2.0,4.0,1.0,50.8,12.0,11.0,23.0,left
2018020848,15,home,False,OT,Todd Reirden,4.0,30.0,16.0,8.0,1.0,0.0,49.2,16.0,14.0,16.0,left
2018020850,20,away,False,OT,Bill Peters,3.0,47.0,9.0,12.0,5.0,0.0,52.3,7.0,4.0,17.0,left
2018020850,23,home,True,OT,Travis Green,3.0,25.0,33.0,12.0,5.0,0.0,47.7,16.0,5.0,16.0,left
2018020851,29,away,True,REG,John Tortorella,4.0,33.0,33.0,4.0,2.0,1.0,52.5,6.0,14.0,13.0,
2018020851,54,home,False,REG,Gerard Gallant,3.0,23.0,26.0,6.0,1.0,0.0,47.5,11.0,12.0,14.0,
2018020852,19,away,True,OT,Craig Berube,5.0,29.0,15.0,8.0,4.0,1.0,49.4,7.0,2.0,28.0,right
2018020852,18,home,False,OT,Peter Laviolette,4.0,44.0,28.0,8.0,4.0,0.0,50.6,20.0,7.0,7.0,right
2018020857,17,away,False,REG,Jeff Blashill,2.0,45.0,17.0,4.0,2.0,0.0,48.5,7.0,7.0,16.0,left
2018020857,16,home,True,REG,Jeremy Colliton,5.0,36.0,24.0,4.0,2.0,0.0,51.5,6.0,7.0,20.0,left
2018020853,21,away,False,OT,Jared Bednar,1.0,36.0,21.0,10.0,4.0,0.0,46.8,11.0,13.0,12.0,right
2018020853,6,home,True,OT,Bruce Cassidy,2.0,35.0,29.0,8.0,5.0,0.0,53.2,10.0,11.0,18.0,right
2018020854,52,away,True,REG,Paul Maurice,3.0,29.0,23.0,10.0,1.0,0.0,42.6,6.0,4.0,17.0,right
2018020854,7,home,False,REG,Phil Housley,1.0,36.0,15.0,2.0,5.0,0.0,57.4,6.0,7.0,10.0,right
2018020855,12,away,False,REG,Rod Brind'Amour,2.0,35.0,19.0,15.0,5.0,1.0,43.9,7.0,8.0,9.0,right
2018020855,1,home,True,REG,John Hynes,3.0,21.0,21.0,17.0,4.0,1.0,56.1,7.0,7.0,15.0,right
2018020856,30,away,False,REG,Bruce Boudreau,1.0,27.0,15.0,12.0,3.0,1.0,50.9,6.0,1.0,14.0,right
2018020856,2,home,True,REG,Barry Trotz,2.0,34.0,17.0,6.0,6.0,1.0,49.1,18.0,7.0,18.0,right
2018020858,14,away,True,REG,Jon Cooper,5.0,23.0,29.0,10.0,4.0,2.0,52.5,13.0,12.0,11.0,left
2018020858,13,home,False,REG,Bob Boughner,2.0,27.0,25.0,10.0,4.0,0.0,47.5,15.0,11.0,10.0,left
2018020859,10,away,False,REG,Mike Babcock,1.0,56.0,14.0,7.0,4.0,0.0,61.1,15.0,4.0,8.0,left
2018020859,3,home,True,REG,David Quinn,4.0,30.0,29.0,13.0,1.0,0.0,38.9,13.0,4.0,18.0,left
2018020852,19,away,True,OT,Craig Berube,5.0,29.0,15.0,8.0,4.0,1.0,49.4,7.0,2.0,28.0,right
2018020852,18,home,False,OT,Peter Laviolette,4.0,44.0,28.0,8.0,4.0,0.0,50.6,20.0,7.0,7.0,right
2018020857,17,away,False,REG,Jeff Blashill,2.0,45.0,17.0,4.0,2.0,0.0,48.5,7.0,7.0,16.0,left
2018020857,16,home,True,REG,Jeremy Colliton,5.0,36.0,24.0,4.0,2.0,0.0,51.5,6.0,7.0,20.0,left
2018020853,21,away,False,OT,Jared Bednar,1.0,36.0,21.0,10.0,4.0,0.0,46.8,11.0,13.0,12.0,right
2018020853,6,home,True,OT,Bruce Cassidy,2.0,35.0,29.0,8.0,5.0,0.0,53.2,10.0,11.0,18.0,right
2018020854,52,away,True,REG,Paul Maurice,3.0,29.0,23.0,10.0,1.0,0.0,42.6,6.0,4.0,17.0,right
2018020854,7,home,False,REG,Phil Housley,1.0,36.0,15.0,2.0,5.0,0.0,57.4,6.0,7.0,10.0,right
2018020855,12,away,False,REG,Rod Brind'Amour,2.0,35.0,19.0,15.0,5.0,1.0,43.9,7.0,8.0,9.0,right
2018020855,1,home,True,REG,John Hynes,3.0,21.0,21.0,17.0,4.0,1.0,56.1,7.0,7.0,15.0,right
2018020856,30,away,False,REG,Bruce Boudreau,1.0,27.0,15.0,12.0,3.0,1.0,50.9,6.0,1.0,14.0,right
2018020856,2,home,True,REG,Barry Trotz,2.0,34.0,17.0,6.0,6.0,1.0,49.1,18.0,7.0,18.0,right
2018020858,14,away,True,REG,Jon Cooper,5.0,23.0,29.0,10.0,4.0,2.0,52.5,13.0,12.0,11.0,left
2018020858,13,home,False,REG,Bob Boughner,2.0,27.0,25.0,10.0,4.0,0.0,47.5,15.0,11.0,10.0,left
2018020859,10,away,False,REG,Mike Babcock,1.0,56.0,14.0,7.0,4.0,0.0,61.1,15.0,4.0,8.0,left
2018020859,3,home,True,REG,David Quinn,4.0,30.0,29.0,13.0,1.0,0.0,38.9,13.0,4.0,18.0,left
2018020860,5,away,True,REG,Mike Sullivan,4.0,28.0,23.0,18.0,1.0,0.0,43.3,6.0,7.0,16.0,left
2018020860,4,home,False,REG,Scott Gordon,1.0,51.0,29.0,4.0,5.0,1.0,56.7,13.0,6.0,15.0,left
2018020861,26,away,False,REG,Willie Desjardins,4.0,33.0,18.0,8.0,3.0,1.0,42.4,7.0,10.0,16.0,left
2018020861,15,home,True,REG,Todd Reirden,6.0,31.0,14.0,6.0,4.0,1.0,57.6,18.0,10.0,23.0,left
2018020862,28,away,True,REG,Peter DeBoer,7.0,24.0,17.0,6.0,3.0,0.0,51.9,3.0,5.0,11.0,left
2018020862,23,home,False,REG,Travis Green,2.0,27.0,17.0,8.0,2.0,0.0,48.1,2.0,4.0,13.0,left
2018020860,5,away,True,REG,Mike Sullivan,4.0,28.0,23.0,18.0,1.0,0.0,43.3,6.0,7.0,16.0,left
2018020860,4,home,False,REG,Scott Gordon,1.0,51.0,29.0,4.0,5.0,1.0,56.7,13.0,6.0,15.0,left
2018020861,26,away,False,REG,Willie Desjardins,4.0,33.0,18.0,8.0,3.0,1.0,42.4,7.0,10.0,16.0,left
2018020861,15,home,True,REG,Todd Reirden,6.0,31.0,14.0,6.0,4.0,1.0,57.6,18.0,10.0,23.0,left
2018020862,28,away,True,REG,Peter DeBoer,7.0,24.0,17.0,6.0,3.0,0.0,51.9,3.0,5.0,11.0,left
2018020862,23,home,False,REG,Travis Green,2.0,27.0,17.0,8.0,2.0,0.0,48.1,2.0,4.0,13.0,left
2018020863,16,away,False,REG,Jeremy Colliton,3.0,26.0,18.0,12.0,3.0,0.0,44.3,22.0,12.0,12.0,right
2018020863,6,home,True,REG,Bruce Cassidy,6.0,37.0,26.0,8.0,5.0,2.0,55.7,10.0,11.0,11.0,right
2018020864,2,away,False,REG,Barry Trotz,1.0,25.0,20.0,2.0,0.0,0.0,50.0,6.0,0.0,5.0,right
2018020864,7,home,True,REG,Phil Housley,3.0,22.0,13.0,0.0,1.0,0.0,50.0,6.0,3.0,14.0,right
2018020865,25,away,True,REG,Jim Montgomery,3.0,19.0,26.0,8.0,2.0,0.0,37.5,18.0,7.0,20.0,left
2018020865,13,home,False,REG,Bob Boughner,0.0,30.0,18.0,4.0,4.0,0.0,62.5,13.0,10.0,15.0,left
2018020866,15,away,False,REG,Todd Reirden,0.0,20.0,14.0,10.0,1.0,0.0,35.3,8.0,5.0,13.0,right
2018020866,29,home,True,REG,John Tortorella,3.0,32.0,15.0,4.0,4.0,0.0,64.7,6.0,9.0,10.0,right
2018020867,12,away,True,REG,Rod Brind'Amour,4.0,37.0,25.0,6.0,4.0,2.0,46.9,8.0,7.0,15.0,right
2018020867,9,home,False,REG,Guy Boucher,1.0,26.0,27.0,20.0,2.0,0.0,53.1,10.0,9.0,12.0,right
2018020868,20,away,False,REG,Bill Peters,3.0,22.0,17.0,8.0,4.0,2.0,47.5,13.0,6.0,14.0,right
2018020868,14,home,True,REG,Jon Cooper,6.0,27.0,20.0,8.0,4.0,2.0,52.5,9.0,6.0,16.0,right
2018020869,1,away,False,REG,John Hynes,3.0,23.0,25.0,16.0,2.0,1.0,47.5,4.0,3.0,20.0,right
