game_id,season,type,date_time_GMT,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start,venue,venue_link,venue_time_zone_id,venue_time_zone_offset,venue_time_zone_tz,year
2017020646,20172018,R,2018-01-07 20:00:00+00:00,28,52,1,4,home win REG,right,Bell MTS Place,/api/v1/venues/null,America/Winnipeg,-5,CDT,2018
2017021235,20172018,R,2018-04-04 01:00:00+00:00,53,20,4,1,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,2018
2017021132,20172018,R,2018-03-21 23:00:00+00:00,53,7,4,1,away win REG,left,KeyBank Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020661,20172018,R,2018-01-11 01:00:00+00:00,30,16,2,1,away win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017020873,20172018,R,2018-02-14 01:00:00+00:00,15,52,3,4,home win OT,right,Bell MTS Place,/api/v1/venues/null,America/Winnipeg,-5,CDT,2018
2017020886,20172018,R,2018-02-16 01:30:00+00:00,24,16,3,2,away win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017020975,20172018,R,2018-02-28 01:30:00+00:00,20,25,0,2,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017020894,20172018,R,2018-02-17 18:00:00+00:00,26,7,4,2,away win REG,left,KeyBank Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020615,20172018,R,2018-01-04 01:00:00+00:00,16,3,5,2,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020725,20172018,R,2018-01-22 03:30:00+00:00,3,26,2,4,home win REG,right,STAPLES Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017020724,20172018,R,2018-01-22 02:00:00+00:00,28,24,6,2,away win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017021169,20172018,R,2018-03-26 23:00:00+00:00,13,2,3,0,away win REG,left,Barclays Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021243,20172018,R,2018-04-05 23:00:00+00:00,12,4,3,4,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020672,20172018,R,2018-01-14 00:00:00+00:00,6,8,4,3,away win OT,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,2018
2017021028,20172018,R,2018-03-07 03:00:00+00:00,15,24,0,4,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017020653,20172018,R,2018-01-10 00:00:00+00:00,52,7,7,4,away win REG,left,KeyBank Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021032,20172018,R,2018-03-09 00:00:00+00:00,4,6,2,3,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020871,20172018,R,2018-02-14 01:00:00+00:00,19,18,3,4,home win OT,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017020855,20172018,R,2018-02-11 21:00:00+00:00,23,25,6,0,away win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017020924,20172018,R,2018-02-21 01:00:00+00:00,26,52,4,3,away win REG,right,Bell MTS Place,/api/v1/venues/null,America/Winnipeg,-5,CDT,2018
2017021178,20172018,R,2018-03-27 23:30:00+00:00,2,9,4,3,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020607,20172018,R,2018-01-03 01:00:00+00:00,1,19,2,3,home win OT,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017020828,20172018,R,2018-02-09 00:00:00+00:00,8,4,3,5,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021095,20172018,R,2018-03-17 01:00:00+00:00,28,20,7,4,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,2018
2017020770,20172018,R,2018-01-31 01:30:00+00:00,26,25,3,0,away win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017021083,20172018,R,2018-03-15 23:00:00+00:00,10,7,5,2,away win REG,left,KeyBank Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021067,20172018,R,2018-03-12 23:30:00+00:00,9,13,5,3,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021027,20172018,R,2018-03-07 01:30:00+00:00,21,16,1,2,home win OT,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017021234,20172018,R,2018-04-03 23:30:00+00:00,18,13,1,2,home win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020753,20172018,R,2018-01-26 01:00:00+00:00,21,19,1,3,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017021223,20172018,R,2018-04-02 23:00:00+00:00,7,10,2,5,home win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,2018
2017020657,20172018,R,2018-01-10 01:00:00+00:00,13,19,7,4,away win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017020999,20172018,R,2018-03-03 03:00:00+00:00,29,24,2,4,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017021035,20172018,R,2018-03-09 00:30:00+00:00,7,9,4,3,away win OT,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020692,20172018,R,2018-01-17 02:00:00+00:00,28,53,3,2,away win OT,left,Gila River Arena,/api/v1/venues/null,America/Phoenix,-7,MST,2018
2017020834,20172018,R,2018-02-09 03:30:00+00:00,54,28,5,3,away win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017021002,20172018,R,2018-03-03 21:00:00+00:00,16,26,5,3,away win REG,right,STAPLES Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017021018,20172018,R,2018-03-06 02:00:00+00:00,53,22,3,4,home win OT,left,Rogers Place,/api/v1/venues/null,America/Edmonton,-6,MDT,2018
2017021049,20172018,R,2018-03-10 18:00:00+00:00,54,7,2,1,away win OT,left,KeyBank Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020663,20172018,R,2018-01-12 00:00:00+00:00,12,15,3,1,away win REG,right,Capital One Arena,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020808,20172018,R,2018-02-06 00:00:00+00:00,24,10,4,7,home win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,2018
2017021115,20172018,R,2018-03-19 01:00:00+00:00,1,24,2,4,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017020985,20172018,R,2018-03-02 00:30:00+00:00,1,13,2,3,home win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020702,20172018,R,2018-01-19 01:00:00+00:00,53,18,2,3,home win OT,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017021199,20172018,R,2018-03-30 02:30:00+00:00,53,26,2,4,home win REG,right,STAPLES Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017021130,20172018,R,2018-03-21 02:00:00+00:00,23,54,1,4,home win REG,,T-Mobile Arena,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017021055,20172018,R,2018-03-11 00:00:00+00:00,5,10,2,5,home win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,2018
2017020931,20172018,R,2018-02-23 00:00:00+00:00,30,1,4,2,away win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020640,20172018,R,2018-01-07 03:00:00+00:00,24,20,2,3,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,2018
2017020793,20172018,R,2018-02-03 18:00:00+00:00,9,4,4,3,away win OT,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020693,20172018,R,2018-01-18 00:30:00+00:00,8,6,1,4,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021213,20172018,R,2018-04-01 00:00:00+00:00,7,18,7,4,away win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017021151,20172018,R,2018-03-24 19:00:00+00:00,54,21,1,2,home win OT,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,2018
2017021072,20172018,R,2018-03-13 23:30:00+00:00,25,8,2,4,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,2018
2017021008,20172018,R,2018-03-04 20:00:00+00:00,4,13,1,4,home win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021149,20172018,R,2018-03-24 00:00:00+00:00,24,52,2,3,home win OT,right,Bell MTS Place,/api/v1/venues/null,America/Winnipeg,-5,CDT,2018
2017020666,20172018,R,2018-01-13 00:30:00+00:00,20,13,4,2,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021162,20172018,R,2018-03-25 02:00:00+00:00,26,22,2,3,home win REG,left,Rogers Place,/api/v1/venues/null,America/Edmonton,-6,MDT,2018
2017020850,20172018,R,2018-02-11 01:00:00+00:00,4,53,4,3,away win OT,left,Gila River Arena,/api/v1/venues/null,America/Phoenix,-7,MST,2018
2017021153,20172018,R,2018-03-24 23:00:00+00:00,17,10,3,4,home win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,2018
2017021250,20172018,R,2018-04-06 02:00:00+00:00,53,23,3,4,home win OT,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,2018
2017020634,20172018,R,2018-01-06 20:00:00+00:00,22,25,1,5,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017021073,20172018,R,2018-03-13 23:30:00+00:00,9,14,7,4,away win REG,left,Amalie Arena,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020899,20172018,R,2018-02-18 00:00:00+00:00,10,5,3,5,home win REG,left,PPG Paints Arena,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021144,20172018,R,2018-03-23 01:00:00+00:00,26,21,7,1,away win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,2018
2017021085,20172018,R,2018-03-15 23:00:00+00:00,29,4,5,3,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020928,20172018,R,2018-02-22 03:00:00+00:00,25,24,0,2,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017021117,20172018,R,2018-03-19 23:00:00+00:00,18,7,4,0,away win REG,left,KeyBank Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021068,20172018,R,2018-03-13 02:00:00+00:00,19,24,4,2,away win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017020751,20172018,R,2018-01-26 00:30:00+00:00,16,17,5,1,away win REG,right,Little Caesars Arena,/api/v1/venues/null,America/Detroit,-4,EDT,2018
2017020944,20172018,R,2018-02-24 01:30:00+00:00,28,16,1,3,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017021106,20172018,R,2018-03-18 01:00:00+00:00,30,53,3,1,away win REG,left,Gila River Arena,/api/v1/venues/null,America/Phoenix,-7,MST,2018
2017021052,20172018,R,2018-03-10 20:00:00+00:00,53,21,2,5,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,2018
2017020683,20172018,R,2018-01-15 18:00:00+00:00,25,6,3,2,away win OT,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020779,20172018,R,2018-02-02 00:00:00+00:00,10,3,4,0,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020801,20172018,R,2018-02-04 01:00:00+00:00,30,25,1,6,home win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
2017020713,20172018,R,2018-01-21 00:00:00+00:00,10,9,4,3,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021079,20172018,R,2018-03-15 00:00:00+00:00,5,3,3,4,home win OT,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020686,20172018,R,2018-01-16 00:30:00+00:00,2,8,5,4,away win OT,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,2018
2017020844,20172018,R,2018-02-11 00:00:00+00:00,9,10,3,6,home win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,2018
2017020976,20172018,R,2018-02-28 03:30:00+00:00,26,54,4,1,away win REG,,T-Mobile Arena,/api/v1/venues/null,America/Los_Angeles,-7,PDT,2018
2017021020,20172018,R,2018-03-07 00:00:00+00:00,17,6,5,6,home win OT,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020633,20172018,R,2018-01-06 18:00:00+00:00,19,4,3,6,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020784,20172018,R,2018-02-02 02:00:00+00:00,14,20,7,4,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,2018
2017020947,20172018,R,2018-02-24 21:00:00+00:00,21,20,1,5,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,2018
2017021029,20172018,R,2018-03-08 00:30:00+00:00,20,7,5,1,away win REG,left,KeyBank Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020700,20172018,R,2018-01-19 00:30:00+00:00,19,9,4,1,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021056,20172018,R,2018-03-11 00:00:00+00:00,3,13,3,4,home win OT,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020709,20172018,R,2018-01-20 18:00:00+00:00,1,4,1,3,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017021266,20172018,R,2018-04-08 01:00:00+00:00,19,21,2,5,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,2018
2017021089,20172018,R,2018-03-16 00:00:00+00:00,16,52,2,6,home win REG,right,Bell MTS Place,/api/v1/venues/null,America/Winnipeg,-5,CDT,2018
2017021048,20172018,R,2018-03-10 18:00:00+00:00,16,6,4,7,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,2018
2017020639,20172018,R,2018-01-07 01:00:00+00:00,3,53,2,1,away win OT,left,Gila River Arena,/api/v1/venues/null,America/Phoenix,-7,MST,2018
2017020767,20172018,R,2018-01-31 01:00:00+00:00,8,19,1,3,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,2018
